ticket_id,account_id,created_at,priority,category,resolved_hours
T03387,A0944,2024-03-08,P2,billing,57.8
T03388,A0944,2024-05-09,P1,bug,8.0
T03389,A0944,2024-02-16,P2,outage,50.9
T03390,A0944,2024-03-05,P2,billing,8.6
T03391,A0944,2024-02-12,P2,outage,
T03392,A0944,2024-05-13,P1,outage,59.1
T03393,A0944,2024-03-14,P1,access,23.0
T03394,A0945,2024-05-30,P2,bug,
T03395,A0945,2024-04-08,P1,bug,56.4
T03396,A0945,2024-02-09,P3,billing,
T03397,A0945,2024-05-09,P3,outage,50.4
T03398,A0946,2024-01-14,P3,bug,59.2
T03399,A0946,2024-06-27,P3,billing,57.5
T03400,A0947,2024-04-09,P2,outage,7.2
T03401,A0947,2024-02-21,P1,access,53.6
T03402,A0947,2024-02-05,P1,how_to,63.5
T03403,A0947,2024-04-27,P1,outage,
T03404,A0947,2024-03-24,P2,how_to,
T03405,A0948,2024-02-27,P2,billing,67.3
T03406,A0948,2024-01-20,P3,billing,19.3
T03407,A0949,2024-03-31,P2,outage,38.0
T03408,A0949,2024-06-18,P2,outage,55.8
T03409,A0949,2024-02-19,P2,how_to,18.7
T03410,A0949,2024-05-23,P1,outage,5.5
T03411,A0949,2024-04-14,P2,billing,64.2
T03412,A0949,2024-05-05,P3,bug,19.4
T03413,A0949,2024-02-16,P1,how_to,24.7
T03414,A0949,2024-02-14,P3,bug,25.2
T03415,A0950,2024-04-11,P1,how_to,5.1
T03416,A0950,2024-06-16,P1,outage,62.2
T03417,A0950,2024-02-12,P3,bug,43.8
T03418,A0950,2024-05-09,P3,access,21.3
T03419,A0951,2024-04-20,P1,access,11.1
T03420,A0951,2024-03-24,P2,bug,25.3
T03421,A0951,2024-05-08,P2,outage,42.2
T03422,A0951,2024-06-23,P1,bug,61.5
T03423,A0952,2024-02-16,P2,billing,24.5
T03424,A0952,2024-04-30,P2,bug,46.1
T03425,A0952,2024-03-30,P3,billing,37.3
T03426,A0952,2024-02-09,P1,bug,20.0
T03427,A0952,2024-04-22,P2,bug,52.0
T03428,A0954,2024-06-01,P2,bug,47.1
T03429,A0954,2024-02-02,P2,bug,10.9
T03430,A0954,2024-01-04,P3,access,28.3
T03431,A0955,2024-05-02,P1,billing,9.3
T03432,A0955,2024-05-29,P1,access,26.7
T03433,A0956,2024-05-01,P2,bug,45.9
T03434,A0956,2024-03-20,P2,bug,8.1
T03435,A0956,2024-01-15,P1,billing,69.9
T03436,A0956,2024-01-14,P3,billing,44.8
T03437,A0956,2024-06-18,P1,bug,62.0
T03438,A0956,2024-06-17,P3,access,
T03439,A0956,2024-05-20,P1,how_to,16.1
T03440,A0956,2024-04-23,P2,outage,51.0
T03441,A0957,2024-03-14,P1,how_to,39.4
T03442,A0958,2024-06-22,P2,bug,24.6
T03443,A0958,2024-02-19,P2,bug,20.2
T03444,A0958,2024-02-25,P1,access,58.2
T03445,A0958,2024-02-24,P2,bug,28.2
T03446,A0958,2024-06-05,P1,billing,64.0
T03447,A0958,2024-05-26,P2,access,8.2
T03448,A0959,2024-04-17,P3,bug,10.9
T03449,A0959,2024-06-09,P1,billing,46.0
T03450,A0959,2024-04-27,P1,outage,22.9
T03451,A0959,2024-05-03,P3,how_to,42.3
T03452,A0959,2024-01-05,P3,how_to,
T03453,A0960,2024-05-07,P3,bug,
T03454,A0960,2024-02-03,P2,bug,63.5
T03455,A0960,2024-05-06,P1,how_to,39.0
T03456,A0960,2024-05-30,P1,billing,17.6
T03457,A0961,2024-06-06,P3,bug,60.0
T03458,A0961,2024-05-28,P3,bug,3.8
T03459,A0961,2024-02-26,P1,access,18.0
T03460,A0961,2024-06-14,P1,bug,70.2
T03461,A0961,2024-05-03,P2,access,62.8
T03462,A0961,2024-05-20,P2,access,49.1
T03463,A0962,2024-02-05,P2,how_to,
T03464,A0962,2024-05-25,P1,outage,37.9
T03465,A0962,2024-03-19,P2,bug,11.1
T03466,A0963,2024-02-05,P2,outage,28.0
T03467,A0963,2024-02-23,P3,how_to,42.4
T03468,A0964,2024-01-09,P3,how_to,57.3
T03469,A0964,2024-01-16,P3,bug,
T03470,A0965,2024-01-08,P2,access,59.2
T03471,A0965,2024-04-16,P2,outage,64.4
T03472,A0965,2024-03-05,P2,bug,38.3
T03473,A0965,2024-05-14,P1,outage,70.8
T03474,A0966,2024-03-25,P3,billing,50.7
T03475,A0966,2024-04-14,P1,outage,8.1
T03476,A0966,2024-03-28,P3,outage,65.9
T03477,A0967,2024-06-18,P3,outage,17.0
T03478,A0967,2024-04-06,P3,access,55.8
T03479,A0968,2024-03-09,P2,billing,
T03480,A0968,2024-03-10,P3,bug,67.1
T03481,A0968,2024-01-26,P1,access,63.6
T03482,A0968,2024-06-02,P1,billing,71.2
T03483,A0969,2024-03-03,P1,bug,1.5
T03484,A0969,2024-04-07,P2,bug,66.5
T03485,A0969,2024-04-04,P3,billing,30.2
T03486,A0969,2024-04-09,P2,how_to,18.3
T03487,A0969,2024-02-24,P1,outage,70.5
T03488,A0971,2024-05-14,P2,bug,63.9
T03489,A0971,2024-01-27,P2,billing,56.9
T03490,A0971,2024-03-07,P3,how_to,47.2
T03491,A0971,2024-06-14,P3,access,21.5
T03492,A0971,2024-06-25,P3,billing,20.5
T03493,A0972,2024-02-17,P2,outage,48.7
T03494,A0972,2024-03-16,P2,outage,8.6
T03495,A0972,2024-05-28,P2,billing,54.7
T03496,A0972,2024-04-02,P1,bug,7.0
T03497,A0972,2024-01-30,P1,bug,35.6
T03498,A0972,2024-04-17,P2,bug,68.6
T03499,A0972,2024-02-11,P1,bug,21.9
T03500,A0972,2024-01-29,P2,outage,63.4
T03501,A0972,2024-01-23,P2,billing,45.2
T03502,A0973,2024-04-11,P1,bug,35.7
T03503,A0973,2024-05-28,P3,access,5.2
T03504,A0973,2024-04-11,P1,billing,50.0
T03505,A0973,2024-03-27,P1,access,66.2
T03506,A0973,2024-06-16,P3,outage,58.0
T03507,A0973,2024-01-11,P1,outage,45.5
T03508,A0974,2024-04-26,P2,billing,47.4
T03509,A0974,2024-06-19,P1,how_to,9.3
T03510,A0974,2024-02-07,P1,outage,7.9
T03511,A0974,2024-06-21,P2,billing,
T03512,A0974,2024-05-07,P2,how_to,
T03513,A0975,2024-06-10,P3,access,67.7
T03514,A0975,2024-01-20,P2,bug,70.0
T03515,A0975,2024-05-03,P1,bug,9.2
T03516,A0976,2024-03-30,P3,outage,40.5
T03517,A0977,2024-04-17,P1,how_to,2.0
T03518,A0977,2024-03-01,P1,how_to,3.3
T03519,A0977,2024-02-12,P1,bug,21.4
T03520,A0977,2024-05-02,P2,how_to,39.4
T03521,A0978,2024-05-23,P1,access,39.5
T03522,A0978,2024-05-05,P1,how_to,38.0
T03523,A0978,2024-03-03,P3,outage,20.2
T03524,A0980,2024-05-29,P1,outage,21.0
T03525,A0980,2024-06-08,P1,access,
T03526,A0980,2024-04-11,P1,outage,33.8
T03527,A0980,2024-04-11,P1,outage,59.0
T03528,A0981,2024-05-06,P2,access,37.0
T03529,A0981,2024-05-19,P1,billing,
T03530,A0981,2024-01-01,P2,how_to,9.3
T03531,A0981,2024-02-01,P1,how_to,68.7
T03532,A0981,2024-01-20,P2,how_to,46.3
T03533,A0983,2024-02-20,P2,access,59.5
T03534,A0984,2024-02-28,P3,access,32.7
T03535,A0984,2024-06-19,P3,bug,55.9
T03536,A0985,2024-05-13,P3,how_to,69.9
T03537,A0985,2024-01-08,P2,outage,50.5
T03538,A0985,2024-06-11,P3,access,42.1
T03539,A0986,2024-01-22,P2,how_to,61.2
T03540,A0987,2024-04-23,P3,access,33.2
T03541,A0988,2024-04-09,P1,billing,
T03542,A0988,2024-04-01,P3,billing,64.9
T03543,A0988,2024-03-20,P2,bug,8.9
T03544,A0988,2024-01-28,P1,bug,29.4
T03545,A0989,2024-04-03,P3,access,53.3
T03546,A0989,2024-01-14,P1,how_to,21.7
T03547,A0989,2024-01-15,P2,access,65.8
T03548,A0989,2024-02-29,P2,access,62.5
T03549,A0990,2024-02-06,P2,bug,37.1
T03550,A0990,2024-06-10,P3,access,63.6
T03551,A0990,2024-03-27,P1,bug,33.2
T03552,A0990,2024-01-29,P1,access,60.1
T03553,A0990,2024-02-20,P1,how_to,46.9
T03554,A0990,2024-05-22,P2,outage,53.3
T03555,A0990,2024-02-16,P3,bug,63.7
T03556,A0990,2024-02-07,P3,access,12.0
T03557,A0990,2024-04-19,P1,billing,9.1
T03558,A0991,2024-04-03,P2,billing,50.6
T03559,A0991,2024-05-01,P2,billing,37.2
T03560,A0992,2024-01-17,P3,outage,32.3
T03561,A0992,2024-05-05,P3,bug,27.3
T03562,A0992,2024-06-26,P1,billing,28.1
T03563,A0993,2024-06-19,P2,bug,67.5
T03564,A0993,2024-03-16,P1,bug,28.9
T03565,A0993,2024-02-07,P3,bug,26.9
T03566,A0993,2024-02-28,P1,outage,8.6
T03567,A0993,2024-01-30,P3,how_to,71.4
T03568,A0993,2024-03-01,P1,access,38.7
T03569,A0994,2024-03-17,P1,access,6.7
T03570,A0994,2024-04-20,P1,how_to,33.8
T03571,A0994,2024-01-23,P3,billing,1.7
T03572,A0994,2024-01-17,P1,outage,
T03573,A0994,2024-01-22,P1,bug,20.7
T03574,A0995,2024-04-14,P1,bug,56.0
T03575,A0996,2024-01-20,P2,access,9.1
T03576,A0996,2024-05-09,P1,access,16.1
T03577,A0996,2024-01-12,P3,outage,7.9
T03578,A0997,2024-03-16,P1,how_to,69.0
T03579,A0997,2024-03-03,P2,billing,50.4
T03580,A0997,2024-01-29,P2,access,
T03581,A0997,2024-06-15,P2,outage,8.5
T03582,A0997,2024-02-21,P1,bug,63.5
T03583,A0997,2024-02-03,P2,how_to,41.6
T03584,A0997,2024-05-18,P2,how_to,60.7
T03585,A0997,2024-04-15,P3,how_to,15.9
T03586,A0998,2024-05-13,P2,billing,56.2
T03587,A0998,2024-06-24,P1,access,
T03588,A0998,2024-02-01,P3,bug,49.3
T03589,A0998,2024-03-27,P3,outage,62.6
T03590,A0998,2024-05-05,P2,bug,27.7
T03591,A0999,2024-01-21,P2,outage,1.7
T03592,A0999,2024-05-16,P3,billing,37.7
T03593,A0999,2024-05-21,P1,bug,5.8
T03594,A0999,2024-04-03,P2,how_to,54.8
T03595,A1000,2024-05-09,P2,how_to,9.1
T03596,A1000,2024-05-20,P1,outage,33.9
T03597,A1001,2024-01-25,P3,outage,59.1
T03598,A1001,2024-03-08,P2,access,43.4
T03599,A1002,2024-01-10,P1,outage,17.0
T03600,A1003,2024-02-04,P2,access,63.7
T03601,A1005,2024-06-01,P1,outage,22.3
T03602,A1005,2024-05-30,P2,billing,40.8
T03603,A1005,2024-01-15,P1,how_to,39.5
T03604,A1005,2024-06-28,P3,billing,68.5
T03605,A1005,2024-01-11,P3,bug,56.5
T03606,A1006,2024-01-09,P2,how_to,2.2
T03607,A1006,2024-04-18,P3,access,55.6
T03608,A1006,2024-01-16,P1,outage,60.5
T03609,A1006,2024-05-14,P1,how_to,1.9
T03610,A1006,2024-02-14,P1,outage,30.0
T03611,A1006,2024-01-27,P2,how_to,8.4
T03612,A1006,2024-04-10,P1,bug,29.1
T03613,A1008,2024-04-28,P3,billing,45.9
T03614,A1008,2024-04-24,P1,billing,35.4
T03615,A1008,2024-04-23,P2,how_to,24.3
T03616,A1008,2024-06-17,P2,billing,36.9
T03617,A1009,2024-02-15,P1,bug,46.8
T03618,A1009,2024-03-09,P2,bug,36.7
T03619,A1009,2024-06-28,P2,bug,55.5
T03620,A1009,2024-01-01,P2,access,1.2
T03621,A1010,2024-03-10,P3,bug,26.5
T03622,A1010,2024-03-13,P3,bug,
T03623,A1010,2024-06-12,P3,how_to,
T03624,A1011,2024-01-21,P2,how_to,38.9
T03625,A1011,2024-06-14,P3,bug,67.2
T03626,A1011,2024-05-29,P2,access,37.1
T03627,A1011,2024-03-26,P1,billing,
T03628,A1011,2024-05-23,P2,outage,48.8
T03629,A1011,2024-05-05,P1,billing,71.9
T03630,A1011,2024-02-09,P2,outage,50.1
T03631,A1011,2024-06-04,P1,bug,70.6
T03632,A1012,2024-02-13,P2,bug,
T03633,A1012,2024-03-18,P1,bug,1.8
T03634,A1012,2024-06-06,P2,billing,19.4
T03635,A1012,2024-03-07,P2,billing,19.5
T03636,A1012,2024-05-14,P3,billing,22.1
T03637,A1012,2024-05-29,P2,how_to,51.4
T03638,A1013,2024-01-27,P1,bug,54.7
T03639,A1013,2024-05-19,P1,access,
T03640,A1013,2024-06-23,P3,outage,22.7
T03641,A1013,2024-02-29,P2,outage,26.5
T03642,A1013,2024-04-30,P1,how_to,38.1
T03643,A1013,2024-01-10,P2,bug,3.1
T03644,A1014,2024-06-25,P3,billing,31.7
T03645,A1014,2024-03-04,P2,billing,21.6
T03646,A1015,2024-05-19,P2,how_to,44.1
T03647,A1016,2024-03-08,P2,access,14.1
T03648,A1016,2024-01-10,P1,outage,10.1
T03649,A1016,2024-03-25,P3,billing,
T03650,A1018,2024-06-13,P2,bug,34.4
T03651,A1018,2024-02-03,P3,how_to,
T03652,A1019,2024-02-27,P3,access,40.6
T03653,A1019,2024-06-16,P2,how_to,32.1
T03654,A1019,2024-05-12,P2,how_to,54.9
T03655,A1020,2024-04-20,P3,billing,27.6
T03656,A1020,2024-05-29,P1,how_to,62.5
T03657,A1020,2024-04-11,P1,access,35.8
T03658,A1020,2024-04-06,P1,billing,20.5
T03659,A1021,2024-04-14,P2,how_to,47.7
T03660,A1021,2024-05-03,P3,billing,45.4
T03661,A1022,2024-01-13,P3,access,50.8
T03662,A1022,2024-02-17,P1,access,21.7
T03663,A1022,2024-03-18,P2,bug,
T03664,A1022,2024-05-04,P2,how_to,56.7
T03665,A1023,2024-01-04,P3,outage,60.1
T03666,A1024,2024-02-14,P1,bug,2.8
T03667,A1024,2024-03-11,P3,outage,17.7
T03668,A1024,2024-05-30,P2,access,34.7
T03669,A1024,2024-06-13,P3,billing,23.9
T03670,A1025,2024-04-07,P1,billing,26.3
T03671,A1025,2024-03-22,P1,access,36.7
T03672,A1025,2024-05-10,P1,outage,61.4
T03673,A1025,2024-03-20,P3,outage,3.8
T03674,A1025,2024-05-10,P2,billing,
T03675,A1025,2024-03-22,P1,bug,33.8
T03676,A1027,2024-03-08,P1,access,4.0
T03677,A1027,2024-04-27,P2,how_to,8.0
T03678,A1027,2024-01-13,P1,outage,
T03679,A1027,2024-05-23,P2,bug,26.9
T03680,A1028,2024-06-09,P2,how_to,61.3
T03681,A1028,2024-04-14,P3,outage,2.1
T03682,A1028,2024-06-10,P1,access,8.4
T03683,A1029,2024-01-14,P1,how_to,60.6
T03684,A1029,2024-05-13,P1,outage,56.9
T03685,A1030,2024-02-01,P2,access,64.0
T03686,A1030,2024-02-26,P1,how_to,
T03687,A1030,2024-05-03,P1,bug,17.4
T03688,A1031,2024-03-18,P2,outage,45.8
T03689,A1031,2024-04-24,P3,billing,45.9
T03690,A1031,2024-01-03,P2,outage,11.9
T03691,A1031,2024-03-20,P1,outage,24.1
T03692,A1032,2024-03-01,P3,billing,59.2
T03693,A1033,2024-05-03,P1,bug,48.3
T03694,A1033,2024-03-14,P2,access,57.1
T03695,A1033,2024-04-03,P1,how_to,
T03696,A1033,2024-01-13,P2,access,56.5
T03697,A1033,2024-06-04,P3,outage,50.4
T03698,A1033,2024-01-09,P1,billing,60.7
T03699,A1033,2024-02-07,P1,outage,69.6
T03700,A1034,2024-01-23,P2,bug,21.7
T03701,A1034,2024-05-02,P1,bug,23.2
T03702,A1034,2024-04-06,P3,billing,59.9
T03703,A1034,2024-05-16,P2,access,37.6
T03704,A1034,2024-06-24,P2,billing,4.1
T03705,A1034,2024-02-20,P2,bug,59.4
T03706,A1035,2024-02-11,P3,bug,14.2
T03707,A1036,2024-05-22,P1,access,54.7
T03708,A1036,2024-01-31,P2,how_to,60.1
T03709,A1036,2024-04-07,P1,billing,10.2
T03710,A1036,2024-01-15,P3,outage,4.7
T03711,A1037,2024-06-22,P1,how_to,52.5
T03712,A1037,2024-01-21,P2,access,
T03713,A1037,2024-06-10,P3,access,15.7
T03714,A1037,2024-02-27,P2,outage,5.0
T03715,A1037,2024-06-28,P2,bug,16.3
T03716,A1037,2024-05-16,P3,outage,35.6
T03717,A1038,2024-02-12,P3,billing,
T03718,A1038,2024-02-17,P3,billing,16.1
T03719,A1039,2024-05-17,P1,access,38.6
T03720,A1039,2024-05-25,P1,access,46.4
T03721,A1039,2024-02-09,P1,access,55.7
T03722,A1039,2024-05-13,P3,outage,38.6
T03723,A1039,2024-06-27,P2,outage,15.6
T03724,A1039,2024-06-28,P1,outage,57.8
T03725,A1039,2024-04-29,P1,access,10.3
T03726,A1040,2024-03-11,P2,access,54.6
T03727,A1040,2024-03-14,P3,access,11.7
T03728,A1041,2024-01-07,P1,how_to,34.6
T03729,A1041,2024-05-16,P2,how_to,47.0
T03730,A1041,2024-06-25,P1,billing,2.7
T03731,A1041,2024-04-20,P3,bug,54.3
T03732,A1042,2024-04-22,P3,how_to,15.7
T03733,A1044,2024-05-10,P3,how_to,22.6
T03734,A1044,2024-02-05,P2,access,17.8
T03735,A1044,2024-06-15,P3,bug,24.9
T03736,A1045,2024-02-14,P1,bug,19.5
T03737,A1045,2024-04-27,P3,outage,70.9
T03738,A1045,2024-03-18,P2,how_to,26.6
T03739,A1045,2024-06-10,P2,access,27.2
T03740,A1045,2024-03-20,P3,how_to,11.8
T03741,A1045,2024-03-09,P2,how_to,39.2
T03742,A1045,2024-03-18,P1,how_to,24.5
T03743,A1046,2024-06-28,P3,access,13.1
T03744,A1046,2024-05-22,P3,access,
T03745,A1046,2024-03-23,P3,access,54.7
T03746,A1046,2024-03-28,P2,outage,40.2
T03747,A1047,2024-06-01,P1,access,47.6
T03748,A1048,2024-01-15,P2,outage,
T03749,A1048,2024-06-05,P3,outage,63.0
T03750,A1048,2024-06-01,P2,access,8.2
T03751,A1048,2024-02-19,P2,bug,30.0
T03752,A1050,2024-04-24,P2,billing,51.8
T03753,A1051,2024-04-17,P1,access,
T03754,A1051,2024-05-16,P1,outage,51.7
T03755,A1051,2024-05-23,P3,how_to,64.8
T03756,A1051,2024-01-20,P1,outage,28.5
T03757,A1051,2024-04-30,P2,how_to,16.4
T03758,A1051,2024-03-04,P3,billing,17.1
T03759,A1051,2024-04-13,P2,outage,66.2
T03760,A1052,2024-06-05,P2,billing,24.4
T03761,A1052,2024-05-12,P2,access,53.3
T03762,A1052,2024-04-01,P1,bug,
T03763,A1052,2024-04-18,P1,how_to,21.9
T03764,A1052,2024-01-19,P1,how_to,26.1
T03765,A1053,2024-06-25,P1,billing,62.5
T03766,A1053,2024-06-27,P3,bug,55.4
T03767,A1053,2024-04-24,P1,billing,50.2
T03768,A1054,2024-06-07,P1,access,58.9
T03769,A1054,2024-03-19,P3,billing,62.8
T03770,A1054,2024-02-17,P3,outage,21.8
T03771,A1055,2024-06-23,P2,access,71.4
T03772,A1055,2024-04-07,P3,how_to,27.7
T03773,A1055,2024-01-25,P3,access,51.4
T03774,A1055,2024-05-06,P2,how_to,17.0
T03775,A1055,2024-05-30,P3,outage,64.1
T03776,A1056,2024-04-23,P2,how_to,43.9
T03777,A1056,2024-01-15,P2,outage,44.4
T03778,A1056,2024-02-19,P1,outage,57.1
T03779,A1056,2024-05-18,P1,how_to,32.0
T03780,A1056,2024-01-23,P2,how_to,64.4
T03781,A1056,2024-06-16,P1,access,1.5
T03782,A1057,2024-01-10,P1,outage,65.1
T03783,A1057,2024-03-31,P3,how_to,25.7
T03784,A1058,2024-06-27,P3,billing,29.6
T03785,A1058,2024-05-30,P3,access,44.0
T03786,A1059,2024-03-22,P3,bug,44.9
T03787,A1060,2024-04-26,P3,bug,56.2
T03788,A1060,2024-06-13,P2,access,61.1
T03789,A1060,2024-03-11,P3,access,21.6
T03790,A1061,2024-02-03,P2,outage,7.9
T03791,A1061,2024-05-30,P3,access,31.3
T03792,A1061,2024-06-12,P3,how_to,
T03793,A1061,2024-03-11,P2,access,13.6
T03794,A1061,2024-03-07,P3,access,65.4
T03795,A1061,2024-06-04,P3,billing,25.5
T03796,A1061,2024-02-29,P1,access,48.9
T03797,A1061,2024-01-16,P2,access,60.9
T03798,A1061,2024-02-14,P2,access,38.7
T03799,A1061,2024-03-17,P1,access,
T03800,A1061,2024-05-18,P1,bug,71.0
T03801,A1062,2024-04-30,P2,billing,64.7
T03802,A1062,2024-02-25,P1,bug,13.6
T03803,A1062,2024-03-05,P3,access,59.5
T03804,A1063,2024-06-06,P3,how_to,17.5
T03805,A1063,2024-01-08,P1,outage,55.3
T03806,A1063,2024-04-23,P2,outage,70.7
T03807,A1063,2024-05-16,P2,how_to,59.6
T03808,A1064,2024-01-26,P2,access,40.4
T03809,A1064,2024-05-26,P3,outage,10.9
T03810,A1064,2024-06-04,P3,outage,58.3
T03811,A1064,2024-04-19,P2,how_to,26.3
T03812,A1065,2024-05-05,P3,outage,32.1
T03813,A1065,2024-06-18,P3,access,40.2
T03814,A1065,2024-04-26,P3,billing,39.6
T03815,A1066,2024-04-11,P3,billing,37.1
T03816,A1067,2024-01-17,P2,how_to,55.3
T03817,A1067,2024-02-29,P1,how_to,36.7
T03818,A1067,2024-01-25,P1,billing,60.0
T03819,A1067,2024-02-03,P2,bug,68.3
T03820,A1067,2024-01-07,P3,bug,37.3
T03821,A1067,2024-02-07,P2,bug,4.3
T03822,A1067,2024-03-04,P3,how_to,61.3
T03823,A1069,2024-06-13,P1,bug,24.8
T03824,A1069,2024-05-03,P2,access,9.6
T03825,A1069,2024-03-07,P2,access,1.5
T03826,A1069,2024-05-13,P1,how_to,30.2
T03827,A1069,2024-04-29,P1,outage,21.1
T03828,A1070,2024-04-20,P2,outage,62.9
T03829,A1070,2024-01-02,P3,how_to,50.3
T03830,A1070,2024-04-06,P2,access,21.0
T03831,A1070,2024-03-19,P2,outage,41.1
T03832,A1071,2024-01-14,P2,outage,19.4
T03833,A1071,2024-02-08,P3,access,20.1
T03834,A1072,2024-04-13,P2,access,31.8
T03835,A1072,2024-06-03,P3,bug,
T03836,A1072,2024-03-18,P3,bug,66.1
T03837,A1073,2024-03-17,P2,billing,55.6
T03838,A1073,2024-01-20,P2,how_to,
T03839,A1073,2024-01-27,P2,outage,36.9
T03840,A1074,2024-06-09,P3,how_to,58.2
T03841,A1074,2024-05-02,P3,bug,7.8
T03842,A1074,2024-01-17,P1,how_to,27.6
T03843,A1075,2024-02-05,P3,outage,17.6
T03844,A1075,2024-01-01,P2,outage,8.3
T03845,A1075,2024-02-24,P1,billing,23.3
T03846,A1076,2024-04-12,P3,billing,65.8
T03847,A1076,2024-04-21,P1,outage,6.7
T03848,A1076,2024-01-16,P1,bug,67.8
T03849,A1076,2024-03-06,P2,bug,65.9
T03850,A1076,2024-01-03,P3,billing,30.0
T03851,A1076,2024-03-09,P3,access,59.8
T03852,A1077,2024-01-21,P2,billing,47.3
T03853,A1077,2024-04-05,P3,billing,18.8
T03854,A1077,2024-02-18,P3,access,64.2
T03855,A1077,2024-04-17,P3,access,65.6
T03856,A1077,2024-03-11,P3,how_to,57.4
T03857,A1077,2024-05-29,P2,how_to,64.3
T03858,A1077,2024-03-04,P1,access,23.8
T03859,A1078,2024-03-12,P3,access,50.9
T03860,A1078,2024-06-19,P1,bug,41.6
T03861,A1078,2024-02-05,P2,access,33.7
T03862,A1078,2024-03-20,P3,access,
T03863,A1078,2024-04-10,P2,billing,48.3
T03864,A1079,2024-05-01,P3,how_to,67.1
T03865,A1079,2024-03-24,P3,bug,7.6
T03866,A1079,2024-04-24,P1,how_to,20.2
T03867,A1079,2024-04-20,P3,billing,20.2
T03868,A1079,2024-02-10,P1,billing,
T03869,A1080,2024-03-27,P3,bug,39.4
T03870,A1080,2024-02-25,P1,how_to,5.0
T03871,A1080,2024-06-15,P3,access,
T03872,A1081,2024-05-15,P1,how_to,38.0
T03873,A1081,2024-05-04,P1,outage,65.5
T03874,A1081,2024-05-12,P2,billing,40.1
T03875,A1081,2024-03-06,P1,outage,46.1
T03876,A1081,2024-06-16,P1,how_to,53.1
T03877,A1081,2024-03-18,P2,bug,70.5
T03878,A1081,2024-03-08,P3,bug,16.3
T03879,A1081,2024-06-15,P1,bug,57.5
T03880,A1082,2024-03-21,P2,how_to,33.2
T03881,A1082,2024-02-17,P2,billing,52.3
T03882,A1082,2024-06-16,P1,how_to,54.6
T03883,A1082,2024-01-06,P2,how_to,56.3
T03884,A1082,2024-05-26,P1,how_to,24.6
T03885,A1082,2024-05-02,P2,bug,5.8
T03886,A1083,2024-01-08,P3,access,56.0
T03887,A1083,2024-03-05,P2,how_to,61.7
T03888,A1084,2024-02-18,P2,bug,62.6
T03889,A1084,2024-02-28,P3,bug,33.7
T03890,A1085,2024-04-16,P3,how_to,28.7
T03891,A1085,2024-06-09,P3,outage,24.7
T03892,A1085,2024-05-08,P1,bug,1.7
T03893,A1086,2024-06-25,P3,billing,57.6
T03894,A1086,2024-02-28,P2,how_to,71.9
T03895,A1086,2024-01-30,P2,bug,29.4
T03896,A1087,2024-06-28,P2,billing,55.9
T03897,A1087,2024-02-04,P3,bug,63.0
T03898,A1087,2024-04-18,P1,how_to,13.6
T03899,A1087,2024-05-08,P3,how_to,70.6
T03900,A1087,2024-01-11,P1,access,41.9
T03901,A1087,2024-04-16,P1,outage,60.1
T03902,A1088,2024-01-11,P1,billing,35.5
T03903,A1088,2024-03-31,P2,bug,61.0
T03904,A1088,2024-03-28,P1,bug,1.9
T03905,A1088,2024-05-29,P1,access,12.4
T03906,A1088,2024-03-02,P1,access,41.1
T03907,A1088,2024-06-05,P1,outage,51.6
T03908,A1090,2024-03-16,P1,billing,52.2
T03909,A1090,2024-05-16,P3,billing,40.7
T03910,A1091,2024-02-13,P2,outage,45.5
T03911,A1091,2024-06-24,P3,access,
T03912,A1091,2024-02-02,P3,billing,25.2
T03913,A1091,2024-02-13,P2,bug,35.0
T03914,A1092,2024-03-24,P3,billing,1.8
T03915,A1092,2024-03-06,P3,billing,42.3
T03916,A1092,2024-04-13,P2,bug,8.1
T03917,A1092,2024-03-08,P1,access,43.0
T03918,A1092,2024-03-06,P2,access,34.6
T03919,A1092,2024-06-23,P2,bug,20.9
T03920,A1093,2024-01-10,P3,bug,2.1
T03921,A1093,2024-05-17,P2,access,46.5
T03922,A1094,2024-06-02,P3,how_to,46.2
T03923,A1094,2024-01-01,P3,bug,
T03924,A1095,2024-04-01,P1,outage,9.5
T03925,A1095,2024-06-23,P1,billing,60.5
T03926,A1095,2024-03-22,P3,bug,6.9
T03927,A1096,2024-04-02,P1,outage,7.4
T03928,A1096,2024-01-15,P2,access,24.7
T03929,A1097,2024-01-14,P1,bug,35.6
T03930,A1097,2024-02-22,P1,access,31.1
T03931,A1097,2024-03-19,P1,billing,24.6
T03932,A1097,2024-02-09,P2,outage,35.9
T03933,A1099,2024-06-01,P2,access,39.0
T03934,A1099,2024-02-11,P3,access,33.1
T03935,A1099,2024-05-23,P2,outage,20.3
T03936,A1099,2024-04-20,P3,access,69.2
T03937,A1099,2024-02-16,P3,billing,52.4
T03938,A1099,2024-02-04,P3,how_to,50.3
T03939,A1100,2024-01-19,P2,bug,65.5
T03940,A1100,2024-01-10,P2,how_to,22.1
T03941,A1100,2024-01-27,P1,outage,52.8
T03942,A1100,2024-04-11,P1,billing,62.3
T03943,A1100,2024-05-28,P2,bug,13.1
T03944,A1101,2024-06-22,P2,access,48.0
T03945,A1101,2024-04-14,P1,access,66.0
T03946,A1101,2024-04-30,P2,bug,62.6
T03947,A1101,2024-03-07,P1,access,31.0
T03948,A1101,2024-03-01,P2,how_to,57.3
T03949,A1101,2024-04-11,P2,outage,27.1
T03950,A1101,2024-01-03,P1,bug,40.8
